"CO_ENTIDADE","NO_ENTIDADE","NO_MUNICIPIO","TP_DEPENDENCIA","TP_CATEGORIA_ESCOLA_PRIVADA","NO_BAIRRO","QT_FUNCIONARIOS","QT_PROF_MONITORES"
"26184605","EDUCANDARIO ALINE ROCHA","Paulista","4","1","ARTUR LUNDGREN I","1","1"
"26184680","IFPE - CAMPUS PAULISTA","Paulista","1","","MARANGUAPE I","1","1"
"26186268","INSTITUTO EDUCACIONAL MENINO JESUS","Paulista","4","","NOSSA SENHORA DO O","",""
"26187418","CRECHE ESCOLA MUN NOSSA PRATA","Paulista","3","","MARANGUAPE II","0","0"
"26188546","ESCOLA MUNICIPAL RADIALISTA EDVALDO MORAIS","Paulista","3","","MARANGUAPE I","","0"
"26188589","ESCOLA MUNICIPAL PROFESSORA IRACEMA CASTRO","Paulista","3","","MIRUEIRA","","0"
"26188600","ESCOLA MUNICIPAL IMPERATRIZ MARIA LEOPOLDINA","Paulista","3","","MARANGUAPE II","1","0"
"26188660","ESCOLA MUNICIPAL ESCRITOR CARLOS DRUMMOND DE ANDRADE","Paulista","3","","JARDIM MARANGUAPE","","0"
"26188678","ESCOLA MUNICIPAL CORONEL JOAO PEREIRA DE OLIVEIRA FILHO","Paulista","3","","PAU AMARELO","","0"
"26188686","ESCOLA MUNICIPAL CORONEL JOSE JOAQUIM DE LIMA E SILVA","Paulista","3","","MARANGUAPE II","","0"
"26188694","ESCOLA MUNICIPAL DOUTOR GERALDO PINHO ALVES","Paulista","3","","NOSSA SENHORA DO O","","0"
"26188708","ESCOLA MUNICIPAL ESCRITOR ARIANO VILAR SUASSUNA","Paulista","3","","PAU AMARELO","","0"
"26188716","ESCOLA MUNICIPAL MANOEL ALVES DE MORAIS NAVARRO","Paulista","3","","ARTUR LUNDGREN I","","0"
"26188724","ESCOLA MUNICIPAL PESCADOR JOSE REIS","Paulista","3","","PAU AMARELO","","0"
"26188732","ESCOLA MUNICIPAL POETISA CECILIA MEIRELES","Paulista","3","","FRAGOSO","","0"
"26188759","ESCOLA MUNICIPAL PROFESSORA EDNA MARINHO DA SILVA","Paulista","3","","MARANGUAPE II","","0"
"26190265","COLEGIO ALPHA","Paulista","4","1","JANGA","1","0"
"26190290","ESCOLA NOVO MILENIO","Paulista","4","1","JARDIM PAULISTA ALTO","1","0"
"26190320","ESCOLA NILZA AMORIM","Paulista","4","1","JARDIM PAULISTA","1","0"
"26190486","CENTRO MUNICIPAL DE EDUCACAO E DESENVOLVIMENTO INFANTIL TELMA PALMEIRA - CEMEDI","Paulista","3","","JANGA","","0"
"26191024","COLEGIO ROSA DE SARON","Paulista","4","1","JANGA","1","0"
"26191644","ESCOLA MEU ACONCHEGO","Paulista","4","1","JANGA","1","0"
"26191849","INSTITUTO EDUCACIONAL SHEKINAH","Paulista","4","","NOBRE","",""
"26204800","EDUCANDARIO ESTRELA DO AMANHA LTDA","Paulista","4","1","PAU AMARELO","1","0"
"26207001","ESCOLA PARAISO DOS PIMPOLHOS","Paulista","4","","JANGA","",""
"26214407","EDUCANDARIO PIRAMIDE","Paulista","4","1","NOSSA SENHORA DA CONCEICAO","1","0"
"26223600","ESCOLINHA PAULO RIBEIRO","Paulista","4","","JARDIM PAULISTA BAIXO","",""
"26224640","ESCOLA GERACAO DIDATICA","Paulista","4","","NOSSA SENHORA DO O","",""
"26224666","ESCOLA FONTE DO SABER","Paulista","4","","ARTUR LUNDGREN I","",""
"26225620","ESCOLA NOVA ESPERANCA EM CRISTO","Paulista","4","","JANGA","",""
"26244608","ESCOLA CULTURAL","Paulista","4","1","MARANGUAPE I","1","0"
"26248603","CENTRO DE EDUCACAO DE ENSINO FUNDAMENTAL","Paulista","4","","JANGA","",""
"26250608","ESCOLA MODELO","Paulista","4","1","JARDIM MARANGUAPE","1","0"
"26276607","ESCOLA JOAO PAULO","Paulista","4","","NOSSA SENHORA DO O","",""
"26286602","COLEGIO DINAMICO","Paulista","4","1","JANGA","1","0"
"26302616","EDUCANDARIO AZEVEDO","Paulista","4","","ENGENHO MARANGUAPE","",""
"26331616","ACADEMIA NOVO EDUCAR","Paulista","4","1","MARANGUAPE II","1","0"
"26355612","COLEGIO MARIA BETANIA","Paulista","4","","JANGA","",""
"26399628","ESCOLA DINAMICA MODERNA","Paulista","4","1","ARTUR LUNDGREN II","1","0"
"26439735","COLEGIO EVOLUIR","Paulista","4","1","JANGA","1","0"
"26440725","ESCOLA COMPANHIA DA CRIANCA","Paulista","4","","JANGA","",""
"26445719","INSTITUTO EDUCACIONAL PEQUENO APRENDIZ","Paulista","4","","MARANGUAPE II","",""
"26445743","CENTRO EDUCACIONAL SILVANA APARECIDA DOS REIS","Paulista","4","1","ARTHUR LUNDGREN I","1","0"
"26446715","UNIVERSIDADE DO SABER LTDA","Paulista","4","","JANGA","",""
"26453720","COLEGIO VISUAL","Paulista","4","1","JANGA","1","0"
"26455730","EDUCANDARIO AGUIA DOURADA","Paulista","4","","MARANGUAPE II","",""
"26457725","COLEGIO NOVO UNIVERSO","Paulista","4","1","MARANGUAPE I","1","0"
"26458713","NUCLEO EDUCACIONAL DISNEY","Paulista","4","1","NOSSA SENHORA DO O","1","0"
"26461722","COLEGIO ARTE E VIDA","Paulista","4","1","MARANGUAPE I","1","0"
"26461730","ESCOLA ESPACO INFANTIL LTDA ME","Paulista","4","1","FRAGOSO","1","0"
"26110504","COLEGIO ASCENSO FERREIRA","Recife","4","1","BOA VIAGEM","1","0"
"26117541","ESCOLA CRIATIVA","Recife","4","1","TORRE","1","0"
"26117576","ESCOLA MUNICIPAL ANTONIO FARIAS FILHO","Recife","3","","SAN MARTIN","1","1"
"26117584","APOIO GRUPO DE ASSES EDUCAC E PEDAGOGICA","Recife","4","1","CASA AMARELA","1","1"
"26117673","CENTRO DE DESENVOLVIMENTO DA CRIANCA","Recife","4","1","IPUTINGA","1","0"
"26117711","ESCOLA TECNICA SENAI SANTO AMARO","Recife","4","1","SANTO AMARO","1","0"
"26117797","CENTRO EDUCACIONAL ANTONIO GALDINO","Recife","4","1","IBURA","1","1"
"26117800","CENTRO EDUCACIONAL ROSA DOS VENTOS","Recife","4","","AFOGADOS","",""
"26117827","CENTRO EDUCACIONAL TIRADENTES","Recife","4","","COHAB","",""
"26117835","CENTRO EDUCACIONAL VIVER E PENSAR LTDA","Recife","4","","JARDIM SAO PAULO","",""
"26117894","CENTRO SUVAG DE PERNAMBUCO","Recife","4","","TORRE","",""
"26117908","CENTRO EDUCACIONAL DO RECIFE","Recife","4","","PRADO","",""
"26117916","CENTRO DE EDUCACAO DE JOVENS E ADULTOS POETA JOAQUIM CARDOZO","Recife","2","","TEJIPIO","1","0"
"26117975","COLEGIO ANCHIETA","Recife","4","1","BOA VIAGEM","1","1"
"26117991","COLEGIO BOA VIAGEM LTDA","Recife","4","1","BOA VIAGEM","1","1"
"26118041","COLEGIO ISRAELITA MOYSES CHVARTS","Recife","4","1","MADALENA","1","0"
"26118050","COLEGIO MONTE LIBANO","Recife","4","","JARDIM SAO PAULO","",""
"26118084","COLEGIO SAO MATEUS LTDA","Recife","4","","PINA","",""
"26118114","COLEGIO WALT DISNEY","Recife","4","","IPSEP","",""
"26118149","COLEGIO DA IMACULADA CONCEICAO","Recife","4","1","BARRO","1","0"
"26118165","COLEGIO EQUIPE","Recife","4","1","MADALENA","1","0"
"26118181","GERACAO COLEGIO E CURSO","Recife","4","1","VARZEA","1","0"
"26118190","COLEGIO HENRIQUE DIAS","Recife","4","1","JORDAO","1","0"
"26118211","COLEGIO E CURSO MICKEYLANDIA","Recife","4","1","MUSTARDINHA","1","1"
"26118262","COLEGIO VISAO","Recife","4","1","ESTANCIA","1","1"
"26118270","COLEGIO MARIA TEREZA","Recife","4","1","IMBIRIBEIRA","1","1"
"26118327","EDUCANDARIO NOSSA SENHORA DE FATIMA","Recife","4","1","BARRO","1","0"
"26118360","EDUCANDARIO ANITA GARIBALDI","Recife","4","1","IMBIRIBEIRA","1","0"
"26118378","COLEGIO EXPOR A MENTE","Recife","4","1","IPUTINGA","1","0"
"26118424","EDUCANDARIO MARIA IMACULADA","Recife","4","1","CORDEIRO","1","0"
"26118432","EDUCANDARIO NOSSA SENHORA DE FATIMA","Recife","4","","IMBIRIBEIRA","",""
"26118483","EDUCANDARIO SAO JOSE","Recife","4","","VARZEA","",""
"26118645","ESCOLA BEM-ME-QUER - FALCAO CENTRO CULTURAL LTDA","Recife","4","1","BOA VIAGEM","1","1"
"26118661","ESCOLA PAROQUIAL SANTA LUZIA ENS FUND E MEDIO","Recife","4","1","ESTANCIA","1","0"
"26118670","ESCOLA MUNICIPAL DOS COELHOS","Recife","3","","COELHOS","1","0"
"26118696","ESCOLA CORUJINHA","Recife","4","","BOA VIAGEM","",""
"26118700","ESCOLA CRESCER","Recife","4","","BOA VIAGEM","",""
"26118734","ESCOLA MUNICIPAL MONTEIRO LOBATO","Recife","3","","PEIXINHOS","1","0"
"26118742","ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PAULO PESSOA GUERRA","Recife","2","","TEJIPIO","1","0"
"26118823","ESCOLA ESPECIAL ULISSES PERNAMBUCANO","Recife","2","","SANTO AMARO","",""
"26118955","ESCOLA MUNICIPAL JULIO VICENTE ALVES DE ARAUJO","Recife","3","","MORRO DA CONCEICAO","0","0"
"26118963","ESCOLA LUIS ALVES","Recife","4","1","ZUMBI","1","0"
"26119129","ESCOLA MUNICIPAL DE DOIS RIOS","Recife","3","","COHAB","1","0"
"26119145","ESCOLA MUNICIPAL DOS REMEDIOS","Recife","3","","PRADO","1","0"
"26119170","ESCOLA MUNICIPAL SENADOR JOSE ERMIRIO DE MORAES","Recife","3","","VARZEA","0","0"
"26119196","ESCOLA MUNICIPAL TRES CARNEIROS","Recife","3","","COHAB","1","0"
"26119200","ESCOLA MUNICIPAL ZUMBI DOS PALMARES","Recife","3","","VARZEA","1","0"
"26119218","ESCOLA MUNICIPAL DA IPUTINGA","Recife","3","","IPUTINGA","1","1"
"26119242","ESCOLA O PEQUENOTE","Recife","4","1","BOA VIAGEM","1","0"
"26119269","COLEGIO MADRE TERESA DE CALCUTA","Recife","4","1","IMBIRIBEIRA","1","0"
"26119293","ESCOLA PASTOR MUNGUBA SOBRINHO","Recife","4","1","CORDEIRO","1","0"
"26119331","ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA","Recife","3","","MUSTARDINHA","1","0"
"26119471","ESCOLA RELUZIR","Recife","4","1","IBURA","1","0"
"26119617","ESCOLA MUNICIPAL GENERAL SAN MARTIN","Recife","3","","SAN MARTIN","1","0"
"26119641","ESCOLA MUNICIPAL DOUTOR RODOLFO AURELIANO","Recife","3","","VARZEA","1","1"
"26119650","ESCOLA ABELHINHA","Recife","4","4","IMBIRIBEIRA","1","0"
"26119706","ESCOLA CONSTRUIR BRINCANDO","Recife","4","","IPSEP","",""
"26119714","ESCOLA CORACAO DE MARIA","Recife","4","1","PRADO","1","0"
"26119730","ESCOLA DE APLICACAO DO RECIFE","Recife","2","","MADALENA","1","0"
"26119862","ESCOLA IRMA DULCE","Recife","4","1","CURADO","1","0"
"26119889","COLEGIO JOAO PAULO","Recife","4","","JORDAO","",""
"26119897","ESCOLA MUNICIPAL JOAO XXIII","Recife","3","","IPUTINGA","1","0"
"26119927","ESCOLA MUNICIPAL LUIZ VAZ DE CAMOES","Recife","3","","IPSEP","1","0"
"26119935","ESCOLA MADRE DE DEUS","Recife","4","1","BOA VIAGEM","1","0"
"26119943","ESCOLA MARIA AUXILIADORA","Recife","4","1","COHAB","1","0"
"26119978","ESCOLA MODELADA PARA CRIANCA","Recife","4","1","JARDIM SAO PAULO","","0"
"26119986","ESCOLA MODERNA NOSSA SENHORA DO LORETO","Recife","4","1","BOA VIAGEM","1","0"
"26119994","ESCOLA MUNICIPAL NOVO PINA","Recife","3","","PINA","1","0"
"26120100","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO PROFESSORA INALDA SPINELLI","Recife","2","","BOA VIAGEM","1","0"
"26120151","ESCOLA SAGRADO CORACAO","Recife","4","1","IBURA","1","0"
"26120208","ESCOLA SAO JORGE","Recife","4","1","SANCHO","1","0"
"26120224","ESCOLA SOUZA VERAS","Recife","4","1","ENGENHO DO MEIO","1","0"
"26120267","ESCOLA SABER CRESCER","Recife","4","","CORDEIRO","",""
"26120283","ESCOLA MUNICIPAL VILA OPERARIA DO RECIFE","Recife","3","","IBURA","1","0"
"26120372","ESCOLINHA CRIANCA FELIZ","Recife","4","","VARZEA","",""
"26120402","ESCOLA MUNICIPAL DO DOM","Recife","3","","VARZEA","1","0"
"26120429","CENTRO EDUCACIONAL JOAO BRITO","Recife","4","1","TOTO","1","0"
"26120437","ESCOLINHA DO ZE COLMEIA","Recife","4","","CORDEIRO","",""
"26120500","EXTERNATO GENTE INOCENTE","Recife","4","","IPUTINGA","",""
"26120534","CENTRO EDUCACIONAL DA CRIANCA","Recife","4","1","VARZEA","1","0"
"26120569","ESCOLA MUNICIPAL PROFESSORA MARIA DA PAZ BRANDAO ALVES","Recife","3","","SANCHO","1","0"
"26120585","ESCOLA MUNICIPAL PROFESSORA SONIA MARIA DE ARAUJO SOUZA","Recife","3","","JORDAO","1","0"
"26120607","ESCOLA MUNICIPAL ENGENHEIRO GUILHERME DINIZ","Recife","3","","IBURA","1","0"
"26120658","ESCOLA MUNICIPAL ALMIRANTE SOARES DUTRA","Recife","3","","CABANGA","1","0"
"26120674","ESCOLA MUNICIPAL ENGENHEIRO UMBERTO GONDIM","Recife","3","","PINA","1","0"
"26120682","ESCOLA MUNICIPAL BALBINA MENELAU","Recife","3","","JARDIM SAO PAULO","1","0"
"26120704","ESCOLA MUNICIPAL DO JORDAO","Recife","3","","JORDAO","1","0"
"26120712","ESCOLA MUNICIPAL DO LEAO","Recife","3","","BOA VIAGEM","1","0"
"26120720","ESCOLA MUNICIPAL DRAOMIRO CHAVES AGUIAR","Recife","3","","CASA AMARELA","1","0"
"26120763","ESCOLA MUNICIPAL MAGALHAES BASTOS","Recife","3","","VARZEA","1","0"
"26120771","ESCOLA MUNICIPAL PROFESSOR MOACYR DE ALBUQUERQUE","Recife","3","","NOVA DESCOBERTA","1","0"
"26120780","ESCOLA MUNICIPAL PADRE JOSE MATHIAS DELGADO","Recife","3","","JARDIM SAO PAULO","1","0"
"26120801","GRUPO UNIVERSITARIO REABILITACAO INFANTIL","Recife","4","4","AFOGADOS","1","0"
"26120810","ESCOLA MUNICIPAL HUGO GERDAU","Recife","3","","SAN MARTIN","1","0"
"26120879","INSTITUTO SANTA RITA DE CASSIA","Recife","4","1","IBURA","1","0"
"26120895","INSTITUTO ANA CELIA","Recife","4","","MADALENA","",""
"26120917","INSTITUTO EDUCACIONAL JOAO DE DEUS","Recife","4","1","MANGUEIRA","1","0"
"26120925","INSTITUTO EDUCACIONAL SAO SEBASTIAO","Recife","4","1","SAN MARTIN","","0"
"26120968","INSTITUTO SANTA MARIA MAZZARELLO","Recife","4","1","VARZEA","1","1"
"26120992","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO LICEU DE ARTES E OFICIOS","Recife","2","","BOA VISTA","1","0"
"26121050","ESCOLA MUNICIPAL PROF ELIZABETH SALES COUTINHO BARROS","Recife","3","","TORROES","1","0"
"26121077","ESCOLA MUNICIPAL SANTA MARIA","Recife","3","","ALTO JOSE DO PINHO","1","0"
"26121158","ESCOLA MUNICIPAL VILA SESAMO","Recife","3","","COHAB","1","0"
"26121182","INSTITUTO SANTA TEREZINHA","Recife","4","1","IPUTINGA","1","0"
"26121190","COLEGIO E CURSO NOSSA SENHORA DO CARMO","Recife","4","1","COHAB","1","0"
"26121247","ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM NABUCO","Recife","2","","SAO JOSE","1","0"
"26121255","ESCOLA MUNICIPAL PROFESSOR JOSE DA COSTA PORTO","Recife","3","","ILHA JOANA BEZERRA","1","0"
"26121310","ESCOLA DE REFERENCIA EM ENSINO MEDIO MANOEL BORBA","Recife","2","","BOA VIAGEM","1","0"
"26121328","COLEGIO ADVENTISTA DO RECIFE","Recife","4","1","BOA VISTA","1","1"
"26121344","ESCOLA DE REFERENCIA EM ENSINO MEDIO LUIZ DELGADO","Recife","2","","BOA VISTA","1","0"
"26121360","ECOLE ENSINO INTEGRALIZADO - UNIDADE II","Recife","4","","SANTO AMARO","",""
"26121379","COLEGIO 2001","Recife","4","1","BOA VISTA","1","1"
"26121395","SOCIEDADE EDUCACIONAL COLEGIO CARNEIRO LEAO","Recife","4","","SANTO AMARO","",""
"26121468","ESCOLA MUNICIPAL PEDRO AUGUSTO","Recife","3","","BOA VISTA","1","1"
"26121484","COLEGIO SALESIANO SAGRADO CORACAO","Recife","4","1","BOA VISTA","1","1"
"26121506","COLEGIO AMERICANO BATISTA","Recife","4","4","BOA VISTA","1","0"
"26121514","COLEGIO DE SAO JOSE","Recife","4","4","BOA VISTA","1","1"
"26121530","COLEGIO E CURSO ESPECIAL","Recife","4","","BOA VISTA","",""
"26121557","COLEGIO RENASCER","Recife","4","","BOA VISTA","",""
"26121611","ESCOLA E CURSO BANDEIRA","Recife","4","1","BOA VISTA","1","0"
"26121620","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL JOAO BARBALHO","Recife","2","","SANTO AMARO","1","0"
"26121638","ESCOLA MONSENHOR FRANCISCO SALLES","Recife","2","","BOA VISTA","1","0"
"26121654","ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA","Recife","2","","SOLEDADE","1","0"
"26121662","ESCOLA MUNICIPAL PADRE ANTONIO HENRIQUE","Recife","3","","DERBY","1","0"
"26121670","ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MANUEL BANDEIRA","Recife","2","","ILHA DO LEITE","1","0"
"26121751","ESCOLA TECNICA ESTADUAL GINASIO PERNAMBUCANO","Recife","2","","SANTO AMARO","1","0"
"26121760","CURSO TECNICO DE ENFERMAGEM","Recife","4","","BOA VISTA","",""
"26121786","ESCOLA MUNICIPAL REITOR JOAO ALFREDO","Recife","3","","ILHA DO LEITE","1","1"
"26121794","ESCOLA SENSORIO","Recife","4","","BOA VISTA","",""
"26121808","SOCIEDADE EDUCACIONAL COSTA E ALVES LTDA","Recife","4","","BOA VISTA","",""
"26121816","ESCOLA TECNICA ESTADUAL ALMIRANTE SOARES DUTRA","Recife","2","","SANTO AMARO","1","0"
"26121824","CENTRO DE EDUCACAO DE JOVENS E ADULTOS VALDEMAR DE OLIVEIRA","Recife","2","","SANTO AMARO","1","0"
"26121859","ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FERNANDES","Recife","2","","SANTO AMARO","1","0"
"26121867","ESCOLA CONEGO ROCHAEL DE MEDEIROS","Recife","2","","SANTO AMARO","1","0"
"26121891","ESCOLA JOSE MARIA","Recife","2","","SANTO AMARO","1","0"
"26121913","ESCOLA MUNICIPAL LUTADORES DO BEM","Recife","3","","SANTO AMARO","1","0"
"26121921","ESCOLA DE REFERENCIA EM ENSINO MEDIO SIZENANDO SILVEIRA","Recife","2","","SANTO AMARO","1","0"
"26121948","ESCOLA DE REFERENCIA EM ENSINO MEDIO SYLVIO RABELO","Recife","2","","SANTO AMARO","1","0"
"26121972","ESCOLA MUNICIPAL CIDADAO HERBERT DE SOUZA","Recife","3","","SANTO AMARO","1","0"
"26121980","ESCOLA MUNICIPAL GENERAL EMIDIO DANTAS BARRETO","Recife","3","","SANTO AMARO","0","0"
"26122014","ESCOLA MUNICIPAL SEDE DA SABEDORIA","Recife","3","","SANTO AMARO","1","0"
"26122022","CMEI ANA ROSA FALCAO DE CARVALHO","Recife","3","","SANTO AMARO","1","0"
"26122030","SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL","Recife","4","1","SANTO AMARO","1","0"
"26122081","COLEGIO DAS DAMAS DA INSTRUCAO CRISTA","Recife","4","4","GRACAS","1","1"
"26122090","COLEGIO PRESBITERIANO AGNES ERSKINE","Recife","4","3","GRACAS","1","0"
"26122120","COLEGIO DA POLICIA MILITAR DE PERNAMBUCO","Recife","2","","DERBY","1","0"
"26122138","COLEGIO PREPARATORIO INTEGRADO","Recife","4","","PRADO","",""
"26122154","COLEGIO SANTA CATARINA","Recife","4","4","TAMARINEIRA","1","1"
"26122162","COLEGIO MARISTA SAO LUIS","Recife","4","1","GRACAS","1","0"
"26122170","COLEGIO VERA CRUZ RECIFE","Recife","4","1","GRACAS","1","1"
"26122189","COLEGIO NOSSA SRA DE LOURDES","Recife","4","1","TAMARINEIRA","1","1"
"26122200","W D CENTRO EDUCACIONAL LTDA","Recife","4","1","GRACAS","1","0"
"26122219","COLEGIO EDUCACIONAL TRAJANO LTDA","Recife","4","1","ROSARINHO","1","0"
"26122227","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO GOVERNADOR BARBOSA LIMA","Recife","2","","GRACAS","1","0"
"26122235","COLEGIO MODELO DO RECIFE","Recife","4","1","ARRUDA","1","0"
"26122260","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR MOTTA E ALBUQUERQUE","Recife","2","","TAMARINEIRA","0","0"
"26122278","ESCOLA DE REFERENCIA EM ENSINO MEDIO REGUEIRA COSTA","Recife","2","","ROSARINHO","1","0"
"26122308","ESCOLA MUNICIPAL SEVERINA LIRA","Recife","3","","TAMARINEIRA","1","0"
"26122332","INSTITUTO CAPIBARIBE","Recife","4","1","GRACAS","1","1"
"26122359","INSTITUTO PROFIS MARIA AUXILIADORA","Recife","4","4","DERBY","1","1"
"26122367","SOCIEDADE DE ORIENTACAO PSICOPEDAGOGICA","Recife","4","1","GRACAS","1","0"
"26122405","COLEGIO IMACULADO CORACAO DE MARIA","Recife","4","1","CAMPO GRANDE","1","0"
"26122413","COLEGIO JESUS CRUCIFICADO","Recife","4","1","CAMPO GRANDE","1","1"
"26122421","CONSTRUINDO CENTRO DE EDUCACAO","Recife","4","","TAMARINEIRA","",""
"26122456","EDUCANDARIO SANTA CECILIA","Recife","4","","CAMPO GRANDE","",""
"26122464","ESCOLA MUNICIPAL SERVICO SOCIAL DE BELEM","Recife","3","","ENCRUZILHADA","1","0"
"26122510","ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOVIS BEVILAQUA","Recife","2","","HIPODROMO","1","1"
"26122529","ESCOLA MUNICIPAL MARIO MELO","Recife","3","","CAMPO GRANDE","1","0"
"26122545","ESCOLA DOM CARLOS COELHO - RECIFE","Recife","2","","CAMPO GRANDE","1","0"
"26122553","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL EMBAIXADOR GILBERTO AMADO","Recife","2","","HIPODROMO","1","1"
"26122570","ESCOLA MUNICIPAL DOM HELDER CAMARA","Recife","3","","ESPINHEIRO","1","0"
"26122600","ESCOLA MUNICIPAL SANTA CECILIA","Recife","3","","CAMPO GRANDE","1","0"
"26122618","ESCOLA PENSAR E CRIAR","Recife","4","1","ENCRUZILHADA","1","0"
"26122634","ESCOLA MUNICIPAL POETA JONATAS BRAGA","Recife","3","","CAMPO GRANDE","1","0"
"26122669","ESCOLA SABER VIVER","Recife","4","1","ESPINHEIRO","1","1"
"26122677","ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA PAULA FRASSINETTI","Recife","2","","ESPINHEIRO","1","1"
"26122685","ESCOLA TECNICA ESTADUAL PROFESSOR AGAMENON MAGALHAES - ETEPAM","Recife","2","","ESPINHEIRO","1","0"
"26122715","ESCOLA PROF QUITERIA SENA","Recife","4","1","CAMPO GRANDE","1","0"
"26122774","DINAMICURSOS ESCOLA DO 1 GRAU","Recife","4","","AFOGADOS","",""
"26122782","EDUCANDARIO CANTO LIVRE","Recife","4","1","SAN MARTIN","1","0"
"26122839","ESCOLA DE REFERENCIA EM ENSINO MEDIO OTHON PARAISO","Recife","2","","BONGI","1","0"
"26122847","ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS","Recife","2","","AFOGADOS","1","0"
"26122855","ESCOLA DEBORA FEIJO","Recife","2","","MANGUEIRA","1","0"
"26122880","ESCOLA PRESIDENTE ARTHUR DA COSTA E SILVA","Recife","2","","MUSTARDINHA","1","0"
"26122898","ESCOLA MUNICIPAL DO COQUE","Recife","3","","ILHA JOANA BEZERRA","1","0"
"26122952","ESCOLA SENADOR NILO DE SOUZA COELHO","Recife","2","","ESTANCIA","1","0"
"26122960","ESCOLA DE REFERENCIA EM ENSINO MEDIO VIDAL DE NEGREIROS","Recife","2","","AFOGADOS","0","0"
"26122979","ESCOLA ANA CECILIA","Recife","4","1","ESTANCIA","1","0"
"26122987","ESCOLA CARMELA DUTRA","Recife","2","","AFOGADOS","1","0"
"26123061","ESCOLINHA TIA CARMINHA","Recife","4","1","JIQUIA","1","0"
"26123088","ESCOLA MUNICIPAL EDITE BRAGA","Recife","3","","AFOGADOS","0","0"
"26123100","ESCOLA MUNICIPAL SANTA EDWIGES","Recife","3","","AFOGADOS","1","0"
"26123126","ESCOLA MUNICIPAL VILA SAO MIGUEL","Recife","3","","AFOGADOS","1","0"
"26123150","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL CREUSA BARRETO DORNELAS","Recife","2","","TORRE","1","0"
"26123177","COLEGIO E CURSO VENCER","Recife","4","1","BOA VIAGEM","1","0"
"26123185","CRECHE ESC RECIFE ASSOCIACAO CRISTA FEMININA","Recife","3","","TORRE","1","0"
"26123231","ESCOLA MACIEL PINHEIRO","Recife","2","","TORRE","1","0"
"26123240","ESCOLA MARIA GORETTI","Recife","2","","BONGI","1","0"
"26123258","ESCOLA DE REFERENCIA EM ENSINO MEDIO MARTINS JUNIOR","Recife","2","","TORRE","1","0"
"26123266","ESCOLA MUNICIPAL PAROQUIAL CRISTO REI","Recife","3","","TORRE","1","0"
"26123282","ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM TAVORA","Recife","2","","MADALENA","1","0"
"26123304","ESCOLA MUNICIPAL SOLDADO JOSE ANTONIO DO NASCIMENTO","Recife","3","","MADALENA","1","0"
"26123380","ESCOLA MUNICIPAL ALTO DA BELA VISTA","Recife","3","","COQUEIRAL","1","0"
"26123444","ESCOLA MUNICIPAL CASA DOS FERROVIARIOS","Recife","3","","COQUEIRAL","1","0"
"26123452","ESCOLA CRISTA DO JARDIM SAO PAULO","Recife","4","","JARDIM SAO PAULO","",""
"26123479","ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTO TORRES","Recife","2","","TEJIPIO","1","0"
"26123487","ESCOLA MUNICIPAL DOM BOSCO","Recife","3","","JARDIM SAO PAULO","1","1"
"26123495","ESCOLA MUNICIPAL DOUTOR ANTONIO CORREIA","Recife","3","","BARRO","1","0"
"26123509","ESCOLA EDWIGES DE SA PEREIRA","Recife","2","","TEJIPIO","1","0"
"26123517","ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE MARIANO","Recife","2","","ESTANCIA","1","0"
"26123525","ESCOLA MARCELINO CHAMPAGNAT","Recife","2","","TEJIPIO","0","0"
"26123533","ESCOLA MONSENHOR ALVARO NEGROMONTE","Recife","2","","TOTO","1","0"
"26123541","ESCOLA MUNICIPAL ANDRE DE MELO","Recife","3","","ESTANCIA","1","0"
"26123550","ESCOLA MUNICIPAL DE TEJIPIO","Recife","3","","COQUEIRAL","1","0"
"26123576","ESCOLA DE REFERENCIA EM ENSINO MEDIO PRESIDENTE HUMBERTO CASTELO BRANCO","Recife","2","","TEJIPIO","1","0"
"26123584","ESCOLA PROFESSORA OLINDINA ALVES SEMENTE","Recife","2","","BARRO","1","0"
"26123592","ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR TRAJANO DE MENDONCA","Recife","2","","JARDIM SAO PAULO","1","0"
